county,city,state,model_year,make,model,type,cafv_eligibility,electric_utility
Spokane,Spokane,WA,2018,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Pierce,Lakewood,WA,2014,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Polk,Salem,OR,2020,TESLA,MODEL 3,BEV,Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
Spokane,Medical Lake,WA,2022,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Island,Clinton,WA,2021,NISSAN,LEAF,BEV,Unknown,PUGET SOUND ENERGY INC
Pierce,Joint Base Lewis Mcchord,WA,2020,TESLA,MODEL Y,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Spokane,WA,2019,BMW,I3,PHEV,Eligible,MODERN ELECTRIC WATER COMPANY
Pierce,Eatonville,WA,2017,BMW,I3,PHEV,Eligible,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY"
King,Snoqualmie,WA,2013,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Silverdale,WA,2018,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC
King,Maple Valley,WA,2022,POLESTAR,PS2,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Medical Lake,WA,2022,KIA,SORENTO,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Spokane,Deer Park,WA,2023,KIA,EV6,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Mason,Tahuya,WA,2024,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Charleston,Charleston Afb,SC,2016,FORD,C-MAX,PHEV,Not Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
King,Vashon,WA,2014,FORD,C-MAX,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Lewis,Chehalis,WA,2016,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
Whitman,Colfax,WA,2023,FORD,MUSTANG MACH-E,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Bothell,WA,2022,HYUNDAI,KONA ELECTRIC,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Rochester,WA,2018,HONDA,CLARITY,PHEV,Eligible,PUGET SOUND ENERGY INC
Clark,Washougal,WA,2023,KIA,SORENTO,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Whatcom,Ferndale,WA,2013,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Snohomish,Everett,WA,2020,AUDI,Q5 E,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Snohomish,Edmonds,WA,2022,AUDI,Q5,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Stevens,Colville,WA,2023,JEEP,WRANGLER,PHEV,Not Eligible,AVISTA CORP
Pierce,Lakewood,WA,2018,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Seatac,WA,2021,TESLA,MODEL 3,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Benton,Prosser,WA,2023,TESLA,MODEL S,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Spokane,Spokane,WA,2024,ACURA,ZDX,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
San Juan,Friday Harbor,WA,2019,TESLA,MODEL X,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
King,Des Moines,WA,2024,HONDA,PROLOGUE,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Tumwater,WA,2020,TESLA,MODEL X,BEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Roy,WA,2015,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
San Juan,Lopez Island,WA,2023,CHEVROLET,BOLT EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
Island,Coupeville,WA,2020,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC
King,Mercer Island,WA,2024,JAGUAR,I-PACE,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Blaine,WA,2018,VOLKSWAGEN,E-GOLF,BEV,Eligible,CITY OF BLAINE - (WA)||PUD NO 1 OF WHATCOM COUNTY
Cumberland,Fort Bragg,NC,2021,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
Pierce,Graham,WA,2023,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,University Place,WA,2023,HYUNDAI,TUCSON,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Pierce,Graham,WA,2021,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Grays Harbor,Amanda Park,WA,2024,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY
Franklin,Pasco,WA,2023,CADILLAC,LYRIQ,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
King,Kent,WA,2019,MINI,COUNTRYMAN,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Lakewood,WA,2022,VOLVO,XC60,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Mountlake Terrace,WA,2023,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC
Franklin,Pasco,WA,2014,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
Spokane,Medical Lake,WA,2015,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Skagit,Mount Vernon,WA,2024,AUDI,Q8,BEV,Unknown,PUGET SOUND ENERGY INC
Island,Freeland,WA,2022,VOLKSWAGEN,ID.4,BEV,Unknown,PUGET SOUND ENERGY INC
Spokane,Cheney,WA,2023,LINCOLN,AVIATOR,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Grant,Warden,WA,2011,CHEVROLET,VOLT,PHEV,Eligible,PUD NO 2 OF GRANT COUNTY
Pierce,Auburn,WA,2016,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Yakima,Yakima,WA,2022,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PACIFICORP
King,Woodinville,WA,2019,HONDA,CLARITY,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Chelan,Leavenworth,WA,2020,TESLA,MODEL X,BEV,Eligible,PUD NO 1 OF CHELAN COUNTY
Thurston,Tumwater,WA,2023,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUGET SOUND ENERGY INC
Mason,Shelton,WA,2023,TOYOTA,RAV4 PRIME,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Thurston,Lacey,WA,2019,HYUNDAI,KONA,BEV,Eligible,PUGET SOUND ENERGY INC
King,Enumclaw,WA,2012,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kittitas,Cle Elum,WA,2024,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KITTITAS COUNTY
Pierce,University Place,WA,2016,BMW,X5,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Bothell,WA,2023,AUDI,E-TRON,BEV,Unknown,PUGET SOUND ENERGY INC
Snohomish,Arlington,WA,2022,KIA,EV6,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
Pierce,Fife,WA,2023,HYUNDAI,KONA ELECTRIC,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Whatcom,Sedro Woolley,WA,2013,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Snohomish,Lake Stevens,WA,2024,BMW,X5,PHEV,Eligible,PUGET SOUND ENERGY INC
Okanogan,Tonasket,WA,2014,NISSAN,LEAF,BEV,Eligible,PUD NO 1 OF OKANOGAN COUNTY
Wahkiakum,Cathlamet,WA,2021,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF WAHKIAKUM COUNTY
King,Duvall,WA,2024,TESLA,MODEL X,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Spanaway,WA,2023,HYUNDAI,IONIQ 6,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Baring,WA,2021,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Auburn,WA,2018,VOLVO,XC90,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,WA,2018,SMART,EQ FORTWO,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Spokane,WA,2020,FORD,FUSION,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Island,Greenbank,WA,2013,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC
Snohomish,Monroe,WA,2023,CHEVROLET,BOLT EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
King,Covington,WA,2023,KIA,EV6,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Port Orchard,WA,2024,AUDI,Q5 E,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Island,Coupeville,WA,2016,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC
Benton,Richland,WA,2013,FORD,C-MAX,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
King,Tukwila,WA,2022,POLESTAR,PS2,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Joint Base Lewis Mcchord,WA,2023,KIA,SPORTAGE,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Steilacoom,WA,2023,MINI,HARDTOP,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Grays Harbor,Ocean Shores,WA,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY
Pierce,Gig Harbor,WA,2023,HYUNDAI,IONIQ 6,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Pierce,Graham,WA,2012,MITSUBISHI,I-MIEV,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Marysville,WA,2019,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC
San Juan,Orcas,WA,2017,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
Spokane,Spokane,WA,2024,KIA,EV6,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15
Pierce,South Hill,WA,2024,CHEVROLET,BLAZER EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Camas,WA,2025,BMW,I5,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Mason,Grapeview,WA,2024,BMW,I4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Pierce,Buckley,WA,2022,KIA,EV6,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,University Place,WA,2020,MITSUBISHI,OUTLANDER,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Mountlake Terrace,WA,2024,FORD,F-150,BEV,Unknown,PUGET SOUND ENERGY INC
Snohomish,Mukilteo,WA,2023,SUBARU,SOLTERRA,BEV,Unknown,PUGET SOUND ENERGY INC
Klickitat,Lyle,WA,2022,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
Ferry,Kettle Falls,WA,2020,CHEVROLET,BOLT EV,BEV,Eligible,AVISTA CORP
Skagit,Bow,WA,2022,KIA,SORENTO,PHEV,Eligible,PUGET SOUND ENERGY INC
Skagit,Sedro-Woolley,WA,2021,VOLKSWAGEN,ID.4,BEV,Unknown,PUGET SOUND ENERGY INC
King,Maple Valley,WA,2019,JAGUAR,I-PACE,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Okanogan,Methow,WA,2023,SUBARU,SOLTERRA,BEV,Unknown,PUD NO 1 OF OKANOGAN COUNTY
Grays Harbor,Elma,WA,2021,CHRYSLER,PACIFICA,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY
Adams,Ritzville,WA,2021,FORD,MUSTANG MACH-E,BEV,Unknown,"BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||BIG BEND ELECTRIC COOP, INC"
Kitsap,Bainbridge Island,WA,2016,FIAT,500,BEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Graham,WA,2023,NISSAN,ARIYA,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
San Juan,Olga,WA,2022,FORD,TRANSIT,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
Yakima,Tieton,WA,2020,TESLA,MODEL 3,BEV,Eligible,PACIFICORP
Pierce,Lakewood,WA,2021,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Lewis,Toledo,WA,2020,KIA,OPTIMA,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Snohomish,WA,2018,AUDI,A3,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Benton,Richland,WA,2022,BMW,X5,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
Pierce,South Hill,WA,2023,CHEVROLET,BOLT EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY
King,Kent,WA,2024,CHEVROLET,SILVERADO EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Puyallup,WA,2014,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY
Cowlitz,Longview,WA,2024,FORD,F-150,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Seattle,WA,2017,HYUNDAI,SONATA,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Lewis,Toledo,WA,2022,RIVIAN,R1S,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
Pierce,Gig Harbor,WA,2025,VOLVO,XC60,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Island,Clinton,WA,2019,PORSCHE,CAYENNE,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Walla Walla,Walla Walla,WA,2020,TESLA,MODEL X,BEV,Eligible,PACIFICORP
Pierce,Edgewood,WA,2016,KIA,SOUL,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Island,Greenbank,WA,2022,BMW,X5,PHEV,Eligible,PUGET SOUND ENERGY INC
Snohomish,Arlington,WA,2014,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Yakima,Yakima,WA,2024,LEXUS,NX,PHEV,Eligible,PACIFICORP
Benton,Kennewick,WA,2024,KIA,SORENTO,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Franklin,Pasco,WA,2018,VOLKSWAGEN,E-GOLF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
Whatcom,Blaine,WA,2014,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Pierce,University Place,WA,2022,LINCOLN,CORSAIR,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Yakima,Yakima,WA,2015,CHEVROLET,VOLT,PHEV,Eligible,PACIFICORP
Benton,West Richland,WA,2024,AUDI,Q5 E,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Island,Clinton,WA,2020,TESLA,MODEL 3,BEV,Eligible,NO KNOWN ELECTRIC UTILITY SERVICE
Pierce,University Place,WA,2017,FORD,FUSION,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Thurston,Tumwater,WA,2023,HYUNDAI,KONA ELECTRIC,BEV,Unknown,PUGET SOUND ENERGY INC
Okanogan,Twisp,WA,2022,TESLA,MODEL Y,BEV,Unknown,"OKANOGAN COUNTY ELEC COOP, INC"
Pierce,Sumner,WA,2023,FORD,MUSTANG MACH-E,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Newcastle,WA,2020,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,Anacortes,WA,2021,VOLVO,XC60,PHEV,Not Eligible,NO KNOWN ELECTRIC UTILITY SERVICE
Mason,Grapeview,WA,2024,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY
Grant,Mattawa,WA,2024,KIA,EV6,BEV,Unknown,PUD NO 2 OF GRANT COUNTY
Pierce,Gig Harbor,WA,2021,POLESTAR,PS2,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Pierce,Wilkeson,WA,2018,MINI,COUNTRYMAN,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Lewis,Mossyrock,WA,2020,TESLA,MODEL Y,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
Snohomish,Woodinville,WA,2022,FORD,F-150,BEV,Unknown,PUGET SOUND ENERGY INC
Grays Harbor,Ocean Shores,WA,2023,TOYOTA,BZ4X,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY
Klickitat,White Salmon,WA,2020,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
Island,Coupeville,WA,2024,BMW,I4,BEV,Unknown,PUGET SOUND ENERGY INC
Benton,Kennewick,WA,2024,VOLVO,XC40,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Jefferson,Port Ludlow,WA,2023,CHEVROLET,BOLT EUV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Pierce,Graham,WA,2023,LINCOLN,CORSAIR,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,Concrete,WA,2017,AUDI,A3,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Snohomish,Sultan,WA,2023,KIA,SPORTAGE,PHEV,Eligible,PUGET SOUND ENERGY INC
Snohomish,Gold Bar,WA,2021,TESLA,MODEL X,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
Yakima,Selah,WA,2016,CHEVROLET,SPARK,BEV,Eligible,PACIFICORP
Jefferson,Port Ludlow,WA,2025,LEXUS,NX,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Mason,Shelton,WA,2024,LEXUS,RX,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Skagit,Sedro-Woolley,WA,2021,HYUNDAI,KONA ELECTRIC,BEV,Unknown,PUGET SOUND ENERGY INC
Whitman,Palouse,WA,2023,FORD,MUSTANG MACH-E,BEV,Unknown,AVISTA CORP
King,Burien,WA,2015,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,WA,2013,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Spokane,Spokane Valley,WA,2013,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY
Thurston,Lacey,WA,2024,FORD,MUSTANG MACH-E,BEV,Unknown,PUGET SOUND ENERGY INC
Lewis,Rochester,WA,2023,VOLKSWAGEN,ID.4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
Fairfax,Springfield,VA,2023,TESLA,MODEL Y,BEV,Unknown,NON WASHINGTON STATE ELECTRIC UTILITY
King,Seattle,WA,2024,MERCEDES-BENZ,EQS-CLASS SUV,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Puyallup,WA,2013,FORD,FOCUS,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Graham,WA,2024,HYUNDAI,KONA ELECTRIC,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Spokane,Nine Mile Falls,WA,2022,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Jefferson,Nordland,WA,2020,TESLA,MODEL Y,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Mason,Shelton,WA,2021,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Snohomish,Mountlake Terrace,WA,2020,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC
King,Redmond,WA,2019,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Bonney Lake,WA,2024,NISSAN,LEAF,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kittitas,Ellensburg,WA,2017,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Pierce,Artondale,WA,2018,TESLA,MODEL X,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Kitsap,Bainbridge Island,WA,2023,FISKER,OCEAN,BEV,Unknown,PUGET SOUND ENERGY INC
Benton,Richland,WA,2014,CADILLAC,ELR,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
Grant,Moses Lake,WA,2019,CHEVROLET,BOLT EV,BEV,Eligible,PUD NO 2 OF GRANT COUNTY
Island,Greenbank,WA,2022,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC
Pierce,Bonney Lake,WA,2023,BMW,530E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Douglas,Waterville,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUD NO 1 OF DOUGLAS COUNTY
King,Hunts Point,WA,2024,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clallam,Sequim,WA,2021,CHEVROLET,BOLT EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
Columbia,Dayton,WA,2021,FORD,MUSTANG MACH-E,BEV,Unknown,PACIFICORP
King,Seattle,WA,2025,VOLVO,EX40,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Jefferson,Port Ludlow,WA,2022,FORD,F-150,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Pierce,Lakewood,WA,2019,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Marysville,WA,2018,MITSUBISHI,OUTLANDER,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Chelan,Leavenworth,WA,2021,NISSAN,LEAF,BEV,Unknown,PUD NO 1 OF CHELAN COUNTY
Whatcom,Sedro Woolley,WA,2023,CHEVROLET,BOLT EUV,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
