county,city,state,model_year,make,model,type,cafv_eligibility,electric_utility
Kitsap,Bremerton,WA,2023,RIVIAN,EDV,BEV,Unknown,PUGET SOUND ENERGY INC
Snohomish,Marysville,WA,2021,TESLA,MODEL 3,BEV,Unknown,NO KNOWN ELECTRIC UTILITY SERVICE
Pierce,Steilacoom,WA,2024,HYUNDAI,KONA ELECTRIC,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Mountlake Terrace,WA,2021,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUGET SOUND ENERGY INC
Grays Harbor,Montesano,WA,2023,RIVIAN,R1S,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY
Skamania,Bingen,WA,2014,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO
King,Fall City,WA,2023,TESLA,MODEL X,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Puyallup,WA,2021,POLESTAR,PS2,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pacific,Naselle,WA,2022,TOYOTA,RAV4 PRIME,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY
Whatcom,Blaine,WA,2022,FORD,MUSTANG MACH-E,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Pierce,Auburn,WA,2015,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Dupont,WA,2023,MITSUBISHI,OUTLANDER,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Snoqualmie,WA,2023,JEEP,WRANGLER,PHEV,Not Eligible,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
Kitsap,Bremerton,WA,2024,RIVIAN,EDV,BEV,Unknown,PUGET SOUND ENERGY INC
Spokane,Spokane,WA,2022,FORD,TRANSIT,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Whatcom,Ferndale,WA,2012,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Pierce,Auburn,WA,2023,NISSAN,ARIYA,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Douglas,East Wenatchee,WA,2017,TESLA,MODEL S,BEV,Eligible,PUD NO 1 OF DOUGLAS COUNTY
Snohomish,Monroe,WA,2016,BMW,I3,PHEV,Eligible,PUGET SOUND ENERGY INC
Snohomish,Monroe,WA,2023,BMW,I4,BEV,Unknown,PUGET SOUND ENERGY INC
Pierce,Tacoma,WA,2024,BMW,I5,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Federal Way,WA,2022,AUDI,E-TRON GT,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pend Oreille,Ione,WA,2021,TESLA,MODEL Y,BEV,Unknown,PUD NO 1 OF PEND OREILLE COUNTY
Maricopa,Scottsdale,AZ,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,Not Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
King,Duvall,WA,2021,AUDI,Q5 E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clallam,Sequim,WA,2023,CHEVROLET,BOLT EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
Snohomish,Sultan,WA,2024,AUDI,Q8,BEV,Unknown,PUGET SOUND ENERGY INC
Wahkiakum,Cathlamet,WA,2022,CHEVROLET,BOLT EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF WAHKIAKUM COUNTY
Clallam,Sequim,WA,2013,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
King,Snoqualmie,WA,2015,FORD,C-MAX,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,University Place,WA,2023,FORD,ESCAPE,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
San Diego,San Diego,CA,2023,JEEP,WRANGLER,PHEV,Not Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
Pierce,Lakewood,WA,2012,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Chelan,Manson,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUD NO 1 OF CHELAN COUNTY
Mason,Allyn,WA,2022,TESLA,MODEL S,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Spokane,Liberty Lake,WA,2021,BMW,X3,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Federal Way,WA,2023,VOLVO,S90,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2018,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Benton,Richland,WA,2018,BMW,530E,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
Spokane,Spokane,WA,2022,MINI,COUNTRYMAN,PHEV,Not Eligible,MODERN ELECTRIC WATER COMPANY
Snohomish,Sultan,WA,2018,CHRYSLER,PACIFICA,PHEV,Eligible,PUGET SOUND ENERGY INC
Pierce,South Hill,WA,2024,BMW,I4,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,La Center,WA,2022,AUDI,E-TRON,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Whatcom,Bellingham,WA,2019,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Pierce,Lakewood,WA,2024,CADILLAC,LYRIQ,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Skagit,Mount Vernon,WA,2018,BMW,530E,PHEV,Not Eligible,PUGET SOUND ENERGY INC
King,Kent,WA,2020,LINCOLN,AVIATOR,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Marysville,WA,2024,KIA,NIRO,PHEV,Eligible,PUGET SOUND ENERGY INC
Grant,Quincy,WA,2020,TESLA,MODEL 3,BEV,Eligible,PUD NO 2 OF GRANT COUNTY
Kings,Lemoore,CA,2021,CHRYSLER,PACIFICA,PHEV,Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
Pierce,Lakewood,WA,2014,FORD,C-MAX,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Pierce,Longbranch,WA,2024,VOLVO,S60,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Skamania,Washougal,WA,2021,JEEP,WRANGLER,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO
Thurston,Tenino,WA,2022,FORD,TRANSIT,BEV,Unknown,PUGET SOUND ENERGY INC
Clark,Washougal,WA,2024,DODGE,HORNET,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Pierce,Gig Harbor,WA,2015,BMW,I3,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Seattle,WA,2019,BMW,I8,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Yakima,Toppenish,WA,2018,TESLA,MODEL X,BEV,Eligible,PACIFICORP
King,Snoqualmie,WA,2023,RIVIAN,R1S,BEV,Unknown,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
San Juan,Friday Harbor,WA,2022,KIA,NIRO,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
Walla Walla,Walla Walla Co,WA,2018,MITSUBISHI,OUTLANDER,PHEV,Not Eligible,PACIFICORP
Whatcom,Lummi Island,WA,2024,TESLA,MODEL Y,BEV,Unknown,PUD NO 1 OF WHATCOM COUNTY
Spokane,Spokane,WA,2022,AUDI,Q5,PHEV,Not Eligible,MODERN ELECTRIC WATER COMPANY
Franklin,Pasco,WA,2011,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
King,Vashon,WA,2018,BMW,I3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Colbert,WA,2022,POLESTAR,PS2,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY
Mason,Shelton,WA,2019,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Yakima,Yakima,WA,2024,MITSUBISHI,OUTLANDER,PHEV,Eligible,PACIFICORP
Clark,Battle Ground,WA,2019,BMW,530E,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Jefferson,Quilcene,WA,2012,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Pierce,Fife,WA,2021,BMW,330E,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Island,Oak Harbor,WA,2019,HYUNDAI,IONIQ,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Whatcom,Blaine,WA,2019,AUDI,E-TRON,BEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Spokane,Spokane,WA,2024,BMW,330E,PHEV,Not Eligible,MODERN ELECTRIC WATER COMPANY
Pierce,Joint Base Lewis Mcchord,WA,2022,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Lummi Island,WA,2017,FORD,FUSION,PHEV,Not Eligible,PUD NO 1 OF WHATCOM COUNTY
Pierce,Gig Harbor,WA,2022,MERCEDES-BENZ,EQB-CLASS,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Kittitas,Ronald,WA,2024,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC
King,Seattle,WA,2024,MITSUBISHI,OUTLANDER,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Spokane,WA,2022,MITSUBISHI,OUTLANDER,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Klickitat,Goldendale,WA,2022,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
Mason,Shelton,WA,2015,FIAT,500,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Pierce,Graham,WA,2023,CHEVROLET,BOLT EUV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Lewis,Winlock,WA,2022,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Blaine,WA,2015,BMW,I3,PHEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Mason,Grapeview,WA,2017,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Grant,Coulee City,WA,2018,TESLA,MODEL 3,BEV,Eligible,PUD NO 2 OF GRANT COUNTY
Kittitas,Cle Elum,WA,2020,CHEVROLET,BOLT EV,BEV,Eligible,PUGET SOUND ENERGY INC
Kitsap,Port Orchard,WA,2024,BMW,IX,BEV,Unknown,PUGET SOUND ENERGY INC
Skagit,Burlington,WA,2024,SUBARU,SOLTERRA,BEV,Unknown,PUGET SOUND ENERGY INC
Snohomish,Marysville,WA,2021,VOLVO,XC90,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Pacific,Raymond,WA,2020,TESLA,MODEL 3,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY
Pierce,Edgewood,WA,2021,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Lewis,Centralia,WA,2021,CHRYSLER,PACIFICA,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF CENTRALIA - (WA)|CITY OF TACOMA - (WA)
Spokane,Fairchild Air Force Base,WA,2023,TOYOTA,RAV4 PRIME,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Seattle,WA,2021,KIA,NIRO,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Klickitat,Bz Corner,WA,2021,TOYOTA,RAV4 PRIME,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
Lewis,Onalaska,WA,2019,FORD,FUSION,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
Pierce,Puyallup,WA,2016,KIA,SOUL,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY
Spokane,Spokane,WA,2022,AUDI,E-TRON,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Grays Harbor,Oakville,WA,2023,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY
King,Maple Valley,WA,2017,VOLVO,XC90,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Lynden,WA,2018,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Spokane,Spokane,WA,2023,SUBARU,SOLTERRA,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY
Clark,Washougal,WA,2024,VOLVO,XC90,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Mason,Belfair,WA,2024,RIVIAN,R1T,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Kittitas,Ronald,WA,2017,CHEVROLET,BOLT EV,BEV,Eligible,PUGET SOUND ENERGY INC
Chelan,Wenatchee,WA,2023,BMW,X5,PHEV,Eligible,PUD NO 1 OF CHELAN COUNTY
Island,Camano Island,WA,2024,TOYOTA,BZ4X,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
Pierce,Steilacoom,WA,2017,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Spokane,Liberty Lake,WA,2021,AUDI,A7 E,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Snohomish,Mountlake Terrace,WA,2024,NISSAN,ARIYA,BEV,Unknown,PUGET SOUND ENERGY INC
Pierce,Longbranch,WA,2020,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Island,Clinton,WA,2024,ALFA ROMEO,TONALE,PHEV,Eligible,PUGET SOUND ENERGY INC
Klickitat,Trout Lake,WA,2018,TESLA,MODEL 3,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
Okanogan,Mazama,WA,2018,TESLA,MODEL 3,BEV,Eligible,"OKANOGAN COUNTY ELEC COOP, INC"
Snohomish,Lake Stevens,WA,2020,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC
Grant,Moses Lake,WA,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,PUD NO 2 OF GRANT COUNTY
Pierce,Joint Base Lewis Mcchord,WA,2024,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Snoqualmie,WA,2023,MERCEDES-BENZ,EQE-CLASS SUV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kittitas,Ellensburg,WA,2024,KIA,SPORTAGE,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF ELLENSBURG - (WA)
Spokane,Veradale,WA,2016,TESLA,MODEL X,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Spokane,Fairchild Air Force Base,WA,2024,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Grays Harbor,Aberdeen,WA,2023,VOLVO,XC60,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY
Asotin,Clarkston,WA,2021,TOYOTA,RAV4 PRIME,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||PUD NO 1 OF ASOTIN COUNTY
Skagit,Burlington,WA,2024,HYUNDAI,TUCSON,PHEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Puyallup,WA,2019,TESLA,MODEL 3,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Pierce,Enumclaw,WA,2022,HYUNDAI,TUCSON,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Lewis,Chehalis,WA,2023,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Yakima,Naches,WA,2023,HYUNDAI,IONIQ 5,BEV,Unknown,PACIFICORP
Benton,Prosser,WA,2018,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Spokane,Medical Lake,WA,2024,CADILLAC,LYRIQ,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Snoqualmie,WA,2023,CHEVROLET,BOLT EUV,BEV,Unknown,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
Skamania,Carson,WA,2021,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO
San Diego,Chula Vista,CA,2023,FORD,F-150,BEV,Unknown,NON WASHINGTON STATE ELECTRIC UTILITY
King,Carnation,WA,2023,SUBARU,SOLTERRA,BEV,Unknown,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
Pierce,University Place,WA,2022,HYUNDAI,SANTA FE,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Clark,Vancouver,WA,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Kittitas,Snoqualmie Pass,WA,2022,BMW,X5,PHEV,Eligible,PUGET SOUND ENERGY INC
Spokane,Spokane,WA,2024,BMW,X5,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY
Whatcom,Everson,WA,2022,TESLA,MODEL X,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Kittitas,Ellensburg,WA,2018,TESLA,MODEL 3,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KITTITAS COUNTY
Snohomish,Woodway,WA,2025,RIVIAN,R1S,BEV,Unknown,PUGET SOUND ENERGY INC
Berkeley,Hanahan,SC,2023,TESLA,MODEL 3,BEV,Unknown,NON WASHINGTON STATE ELECTRIC UTILITY
Yakima,Naches,WA,2023,JEEP,WRANGLER,PHEV,Not Eligible,PACIFICORP
Lewis,Chehalis,WA,2017,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Preston,WA,2022,FORD,TRANSIT,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Wahkiakum,Cathlamet,WA,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF WAHKIAKUM COUNTY
Chelan,Chelan,WA,2022,TESLA,MODEL 3,BEV,Unknown,PUD NO 1 OF CHELAN COUNTY
King,Newcastle,WA,2022,LEXUS,NX,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Graham,WA,2023,RIVIAN,R1T,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Puyallup,WA,2022,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Olalla,WA,2022,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC
Whatcom,Deming,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Snohomish,Marysville,WA,2023,HYUNDAI,SANTA FE,PHEV,Eligible,PUGET SOUND ENERGY INC
Island,Coupeville,WA,2024,KIA,EV6,BEV,Unknown,PUGET SOUND ENERGY INC
Pierce,Gig Harbor,WA,2023,TOYOTA,RAV4 PRIME,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Vashon,WA,2023,POLESTAR,PS2,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Island,Clinton,WA,2019,TESLA,MODEL X,BEV,Eligible,PUGET SOUND ENERGY INC
Thurston,Tumwater,WA,2019,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Edgewood,WA,2020,AUDI,Q5 E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Ferndale,WA,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Pierce,Edgewood,WA,2011,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Walla Walla,Walla Walla,WA,2022,POLESTAR,PS2,BEV,Unknown,PACIFICORP
Island,Coupeville,WA,2020,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC
Jefferson,Port Townsend,WA,2023,KIA,SORENTO,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Snohomish,Marysville,WA,2019,MERCEDES-BENZ,GLC-CLASS,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Pierce,Joint Base Lewis Mcchord,WA,2017,FIAT,500,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Ferry,Curlew,WA,2014,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FERRY COUNTY
Pierce,Puyallup,WA,2023,VOLKSWAGEN,ID.4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Marysville,WA,2018,KIA,SOUL EV,BEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Lake Tapps,WA,2024,AUDI,Q5 E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Burien,WA,2024,HYUNDAI,IONIQ 5,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Escambia,Pensacola,FL,2017,KIA,OPTIMA,PHEV,Not Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
Lewis,Centralia,WA,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF CENTRALIA - (WA)|CITY OF TACOMA - (WA)
San Juan,Friday Harbor,WA,2023,PORSCHE,TAYCAN,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
Snohomish,Lake Stevens,WA,2024,LEXUS,RZ,BEV,Unknown,PUGET SOUND ENERGY INC
Grant,Quincy,WA,2014,FORD,FUSION,PHEV,Not Eligible,PUD NO 2 OF GRANT COUNTY
San Diego,San Diego,CA,2021,VOLVO,V60,PHEV,Not Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
Pierce,Bonney Lake,WA,2023,BMW,X5,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skamania,Washougal,WA,2024,TOYOTA,RAV4 PRIME,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO
Kitsap,Poulsbo,WA,2022,VOLVO,XC90,PHEV,Eligible,PUGET SOUND ENERGY INC
Thurston,Tumwater,WA,2022,FORD,TRANSIT,BEV,Unknown,PUGET SOUND ENERGY INC
Thurston,Lacey,WA,2013,SMART,FORTWO ELECTRIC DRIVE,BEV,Eligible,PUGET SOUND ENERGY INC
Spokane,Spokane,WA,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Carnation,WA,2022,FORD,F-150,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Sedro Woolley,WA,2018,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Pierce,Eatonville,WA,2024,HYUNDAI,TUCSON,PHEV,Eligible,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY"
Mason,Belfair,WA,2022,VOLVO,XC90,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Snohomish,Lynnwood,WA,2022,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,PUGET SOUND ENERGY INC
